Company_field,Company_name,Company_scale,Company_type,Job_location,Job_name,Job_salary,Job_update,Job_url,Location,Require_degree,Require_exp,Require_lan,Require_number
"教育,院校,电子商务",上海西线教育科技有限公司,150,合资,杭州-下城区,(急)高级数据分析师/R/Python/SQL,1-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou-xcq/92136154.html?s=01&t=0,下城区中山北路632号越都商务大厦903							,,无工作经验,,招2人
批发,杭州雅琪化工有限公司,少于50人,民营公司,杭州,市场数据分析专员,3-8千/月,10-20发布,http://jobs.51job.com/hangzhou/89025433.html?s=01&t=0,杭州市桐庐县迎春南路汇丰大厦7楼							,本科,无工作经验,,招1人
"互联网,贸易",杭州厚诺科技有限公司,少于50人,民营公司,杭州-下城区,数据分析专员,3-4.5千/月,10-20发布,http://jobs.51job.com/hangzhou-xcq/70318599.html?s=01&t=0,浙江省杭州市下城区善贤路4号316-318室							,本科,无工作经验,,招2人
"医疗,卫生",杭州慧医科技有限公司,50,民营公司,杭州-滨江区,数据分析师,0.8-1万/月,10-20发布,http://jobs.51job.com/hangzhou-bjq/79956872.html?s=01&t=0,秋溢路288号							,,无工作经验,,招2人
中介服务,浙江链家房地产经纪有限公司,1000,民营公司,杭州-下城区,数据分析师/专员,4-6千/月,10-20发布,http://jobs.51job.com/hangzhou-xcq/89746194.html?s=01&t=0,庆春路38号金龙财富6楼							,本科,无工作经验,,招1人
"房地产,投资",杭州星矢投资管理有限公司,50,民营公司,杭州-江干区,投资数据分析主管,6-7千/月,10-20发布,http://jobs.51job.com/hangzhou-jgq/92842004.html?s=01&t=0,下沙经济技术开发区金沙大道606号							,,1年经验,,招1人
"计算机软件,系统,维修",上海星鸟软件技术有限公司,150,民营公司,杭州,急聘：数据分析师,0.8-1万/月,10-20发布,http://jobs.51job.com/hangzhou/90483507.html?s=01&t=0,西湖区（驻场政府机关内）							,本科,无工作经验,,招若干人
"互联网,金融,证券",浙江核新同花顺网络信息股份有限公司,1000,民营公司,杭州,数据分析,1.5-3万/月,10-20发布,http://jobs.51job.com/hangzhou/84767223.html?s=01&t=0,杭州市余杭区文一西路荆长大道文昌路同顺街18号							,,无工作经验,,招若干人
计算机软件,上海航傲信息科技有限公司,150,合资,上海-徐汇区,数据分析师 包食宿170928,6-8千/月,10-20发布,http://jobs.51job.com/shanghai-xhq/94544394.html?s=01&t=0,八万人体育场附近							,,无工作经验,,招20人
"互联网,计算机软件",北京炎黄新星网络科技有限公司,150,民营公司,杭州-下城区,数据分析师（杭州）,6-8千/月,10-20发布,http://jobs.51job.com/hangzhou-xcq/92305610.html?s=01&t=0,体育场路406号中国移动集团杭州分公司二楼							,本科,1年经验,,招1人
"计算机软件,建材",上海中电电子系统科技股份有限公司,500,民营公司,杭州-拱墅区,数据分析师,15-30万/年,10-20发布,http://jobs.51job.com/hangzhou-gsq/87641402.html?s=01&t=0,杭州市拱墅区湖州街567号北城天地9号楼19层							,本科,无工作经验,,招若干人
"互联网,计算机软件",杭州新船帮科技有限公司,50,民营公司,杭州-拱墅区,数据分析师,3-5千/月,10-20发布,http://jobs.51job.com/hangzhou-gsq/87407807.html?s=01&t=0,中国（杭州）智慧信息产业园二期4幢3楼							,,2年经验,,招2人
"互联网,服装,皮革",杭州玥卓电子商务有限公司,50,民营公司,杭州,数据分析专员/运营助理,3-4.5千/月,10-20发布,http://jobs.51job.com/hangzhou/80942835.html?s=01&t=0,萍水路优盘时代4幢12F							,大专,无工作经验,,招1人
"交通,物流",中外运-敦豪(DHL-Sinotrans),5000,合资,杭州-江干区,销售数据分析师(杭州),0.8-1万/月,10-20发布,http://jobs.51job.com/hangzhou-jgq/88711075.html?s=01&t=0,杭州市同协路28号2幢1楼							,本科,无工作经验,,招1人
汽车及零配件,吉利集团（国内销售公司）,500,民营公司,杭州,渠道数据分析专员,4-7千/月,10-20发布,http://jobs.51job.com/hangzhou/94585551.html?s=01&t=0,杭州滨江区江陵路1760号							,本科,1年经验,,招1人
计算机软件,吉利集团（信息工程中心）,150,民营公司,杭州-滨江区,数据分析师 (职位编号：527707),1-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou-bjq/94078341.html?s=01&t=0,江陵路1760号							,,无工作经验,,招若干人
互联网,杭州十古品牌管理有限公司,150,民营公司,杭州,商品数据分析,0.5-1万/月,10-19发布,http://jobs.51job.com/hangzhou/90977441.html?s=01&t=0,西湖区文三路478号华星时代广场A座A2101室							,中专,2年经验,,招1人
"金融,证券",杭州惠借科技有限公司,少于50人,民营公司,杭州-西湖区,BI数据分析师,1.5-2.5万/月,10-19发布,http://jobs.51job.com/hangzhou-xhq/94008021.html?s=01&t=0,杭州市西湖区文二西路780号西溪银座E座2楼							,,5-7年经验,,招3人
"互联网,服装,皮革",温岭二喜服饰有限公司,150,民营公司,杭州-江干区,淘宝数据分析,0.8-1万/月,10-19发布,http://jobs.51job.com/hangzhou-jgq/90054918.html?s=01&t=0,东大门面料市场商务楼							,,无工作经验,,招1人
"服装,皮革",浙江海明实业有限公司GMXY、avvn、sensu,1000,民营公司,杭州,数据分析员（双休）,4.5-6千/月,10-19发布,http://jobs.51job.com/hangzhou/94448943.html?s=01&t=0,杭州江干区九环路12号							,,无工作经验,,招2人
"互联网,影视,艺术",杭州任性网络技术有限公司,50,民营公司,杭州-江干区,经理助理（数据分析+管理+办公环境优渥+年轻团队）,0.8-1.6万/月,10-19发布,http://jobs.51job.com/hangzhou-jgq/94496478.html?s=01&t=0,金沙大道600号东部国际商务中心西峰16楼（金沙湖地铁口）							,本科,3-4年经验,,招1人
"互联网,金融,证券",杭州魔蝎数据科技有限公司,50,民营公司,杭州-西湖区,数据分析师,1-2.5万/月,10-19发布,http://jobs.51job.com/hangzhou-xhq/82578963.html?s=01&t=0,文一西路767号西溪国际商务中心D座2F							,本科,无工作经验,,招2人
"专业服务,人力资源,快速消费品,饮料",广州欢创劳务派遣有限公司,150,民营公司,杭州-江干区,订单管理员/数据分析（双休/包吃住/4K/社保）,3-5千/月,10-19发布,http://jobs.51job.com/hangzhou-jgq/94603229.html?s=01&t=0,下沙围垦街168号							,高中,无工作经验,,招10人
"计算机软件,系统,维修",北京启明星辰信息安全技术有限公司,1000,上市公司,北京-海淀区,数据分析人员,1.5-2万/月,10-19发布,http://jobs.51job.com/beijing-hdq/90041358.html?s=01&t=0,中关村软件园一期启明星辰大厦							,本科,无工作经验,,招1人
"金融,证券",杭州钱米网络科技有限公司,150,民营公司,杭州-滨江区,数据分析师,1.2-1.5万/月,10-19发布,http://jobs.51job.com/hangzhou-bjq/94754009.html?s=01&t=0,丹枫路676号香溢大厦11楼							,本科,2年经验,,招1人
"互联网,金融,证券",杭州阿思拓信息科技有限公司,150,民营公司,杭州-江干区,数据分析师,1-2万/月,10-19发布,http://jobs.51job.com/hangzhou-jgq/89582582.html?s=01&t=0,九堡九盛路9号东方电子商务园13栋4楼							,,无工作经验,,招1人
"服装,皮革",杭州鼎雅服饰有限公司,50,民营公司,杭州-下城区,商品专员/数据分析,5-7千/月,10-20发布,http://jobs.51job.com/hangzhou-xcq/90513022.html?s=01&t=0,杭州市下城区东新路重机巷62号							,,无工作经验,,招1人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,数据分析,6-8千/月,10-20发布,http://jobs.51job.com/hangzhou/90984844.html?s=01&t=0,杭州滨江区江陵路1760号							,,2年经验,,招若干人
"金融,证券,电子商务",中安金控,1000,民营公司,杭州,风控专员（数据分析）,3-4.5千/月,10-20发布,http://jobs.51job.com/hangzhou/73337683.html?s=01&t=0,钱江新城市民中心香樟路2号泛海国际中心A座							,大专,无工作经验,,招1人
房地产,绿城房地产集团有限公司,5000,外资,杭州-西湖区,BI数据分析师,30-40万/年,10-20发布,http://jobs.51job.com/hangzhou-xhq/86783876.html?s=01&t=0,杭大路1号黄龙世纪广场A12楼							,本科,3-4年经验,,招1人
互联网,阿里巴巴集团,10000人以上,上市公司,杭州,搜索事业部-产品专家（数据分析及产品设计） (职位编号：GP024404),,10-20发布,http://jobs.51job.com/hangzhou/74770999.html?s=01&t=0,"
								,
																	,
																",本科,3-4年经验,,招2人
"金融,证券",杭州滴答投资咨询有限公司,少于50人,民营公司,杭州-西湖区,数据分析师（周末双休+免费零食）,1-1.2万/月,10-20发布,http://jobs.51job.com/hangzhou-xhq/94971532.html?s=01&t=0,双龙街199号金色西溪B座5楼							,,1年经验,,招1人
互联网,网易集团,10000人以上,上市公司,杭州,资深数据分析工程师-邮件事业部103 (职位编号：J163361),1-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou/80439481.html?s=01&t=0,杭州市							,本科,3-4年经验,,招2人
"银行,投资",微贷（杭州）金融信息服务有限公司,10000人以上,民营公司,杭州-上城区,数据分析专员J10389,6-8千/月,10-20发布,http://jobs.51job.com/hangzhou-scq/94998229.html?s=01&t=0,白云路9号							,本科,1年经验,,招2人
"服装,皮革",杭州美果服饰有限公司,50,民营公司,杭州-萧山区,数据分析员,4-6千/月,10-20发布,http://jobs.51job.com/hangzhou-xsq/93634323.html?s=01&t=0,钱江世纪城保亿中心B幢13楼							,高中,无工作经验,,招2人
"服装,皮革",杭州笛盛葵服装有限公司,150,民营公司,杭州-余杭区,销售数据分析,4.5-6千/月,10-20发布,http://jobs.51job.com/hangzhou-yhq/91234396.html?s=01&t=0,杭州乔司							,大专,3-4年经验,,招1人
"金融,证券",杭州潘朵拉投资管理有限公司,少于50人,民营公司,杭州,数据分析员,4.5-6千/月,10-20发布,http://jobs.51job.com/hangzhou/93412259.html?s=01&t=0,杭州市江干区钱塘航空大厦2幢1509室							,大专,1年经验,,招若干人
"服装,皮革",宁波唯昇品牌管理有限公司,150,民营公司,杭州-江干区,商品专员/AD/数据分析,3-5千/月,10-20发布,http://jobs.51job.com/hangzhou-jgq/76741023.html?s=01&t=0,九堡镇九环路6号，通达大厦1栋5009							,大专,3-4年经验,,招6人
"计算机软件,电子商务",杭州开迅科技有限公司,50,外资,杭州,大数据分析（偏运营）,1-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou/93164557.html?s=01&t=0,文一西路830号蒋村商务中心B1 3层/ 上海							,本科,3-4年经验,,招1人
互联网,环球黑卡,150,民营公司,杭州-滨江区,数据分析 (职位编号：1),0.5-1万/月,10-20发布,http://jobs.51job.com/hangzhou-bjq/85684688.html?s=01&t=0,滨盛路1507天恒大厦1楼							,大专,1年经验,,招1人
"服装,皮革",杭州卓亨服饰有限公司,500,民营公司,杭州-余杭区,数据分析,6-8千/月,10-20发布,http://jobs.51job.com/hangzhou-yhq/72817924.html?s=01&t=0,杭州市余杭区乔司镇方桥工业园孟沙路3号谷邦服饰							,,无工作经验,,招1人
"计算机服务,数据服务,计算机软件",浙江联保网络技术有限公司,50,民营公司,杭州-拱墅区,保险数据分析师,6-8千/月,10-20发布,http://jobs.51job.com/hangzhou-gsq/83101930.html?s=01&t=0,祥园路88号智慧产业园4号楼8楼							,大专,2年经验,,招2人
"建筑,工程",浙江网新电气技术有限公司,150,上市公司,杭州,数据分析师,1-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou/83512182.html?s=01&t=0,西湖区莲花街333号莲花商务中心B座8层							,,无工作经验,,招若干人
批发,浙江大东鞋业有限公司,500,民营公司,杭州-江干区,数据分析员,3-4.5千/月,10-20发布,http://jobs.51job.com/hangzhou-jgq/63120371.html?s=01&t=0,江干区红普路759号汇禾禧福汇4幢1602							,大专,无工作经验,,招2人
"专业服务,人力资源",义乌中国小商品城征信有限公司,少于50人,国企,义乌,数据分析师,8-10万/年,10-20发布,http://jobs.51job.com/yiwu/92444845.html?s=01&t=0,福田街道福田路105号海洋商务楼8楼801室							,本科,2年经验,,招1人
"服装,皮革",杭州珍摩服饰有限公司,500,民营公司,杭州,商品专员/商品管理/商品数据分析员,4-8千/月,10-20发布,http://jobs.51job.com/hangzhou/94837456.html?s=01&t=0,杭州市下城区石桥路309号新华经济园13幢4楼（可以乘坐K22/22、K302/302、K312/312、316、335、528、K196、K2、K209、K201、K217路公交到石桥站点下车即到）							,,无工作经验,,招1人
"服装,皮革",杭州爱唯服饰有限公司,1000,民营公司,杭州-下城区,数据分析,6-8千/月,10-20发布,http://jobs.51job.com/hangzhou-xcq/76126199.html?s=01&t=0,石桥路佳美中心Ｂ幢11楼							,大专,2年经验,,招2人
"家具,玩具",浙江圣奥家具制造有限公司,1000,合资,杭州,数据分析工程师,1-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou/94671280.html?s=01&t=0,钱江新城市民街200号圣奥中央商务大厦5楼							,本科,5-7年经验,,招3人
"服装,皮革,食品,化妆品",浙江舒工坊针纺有限公司,150,民营公司,杭州,电商数据分析师,0.8-1.5万/月,10-20发布,http://jobs.51job.com/hangzhou/74016962.html?s=01&t=0,杭州							,,无工作经验,,招2人
"广告,市场推广",上海国际广告展览有限公司,500,合资,杭州-江干区,数据分析（实习生）,95元/天,10-20发布,http://jobs.51job.com/hangzhou-jgq/89784996.html?s=01&t=0,杭州							,本科,无工作经验,,招1人
"计算机服务,数据服务,计算机软件",杭州数聚科技有限公司,少于50人,民营公司,杭州-西湖区,数据分析员,4-6千/月,10-20发布,http://jobs.51job.com/hangzhou-xhq/89622887.html?s=01&t=0,西溪路525号浙大科技园A座西区108室							,大专,无工作经验,,招15人
"计算机软件,电子商务",杭州潘朵信息科技有限公司,500,民营公司,杭州-滨江区,数据分析师（跨境电商、用户分析、产品分析、BI）,0.6-1万/月,10-20发布,http://jobs.51job.com/hangzhou-bjq/92917930.html?s=01&t=0,江南大道588号							,本科,3-4年经验,,招1人
"互联网,服装,皮革",浙江森马电子商务有限公司,500,民营公司,杭州,数据分析主管 (职位编号：00047),,10-20发布,http://jobs.51job.com/hangzhou/73933538.html?s=01&t=0,(西湖区)							,本科,3-4年经验,,招1人
"互联网,环保",杭州益趣科技有限公司,50,民营公司,杭州-滨江区,大数据分析师,1.2-2万/月,10-20发布,http://jobs.51job.com/hangzhou-bjq/90343313.html?s=01&t=0,江晖路487号兴耀科技园							,本科,3-4年经验,,招1人
"服装,皮革",杭州伊布都服饰有限公司,150,民营公司,杭州-江干区,数据分析专员,4-6千/月,10-20发布,http://jobs.51job.com/hangzhou-jgq/85759653.html?s=01&t=0,长空路1号卓尚服饰（杭州）有限公司							,大专,1年经验,,招1人
"专业服务,人力资源,外包服务",浙江中通文博服务有限公司杭州分公司,500,民营公司,杭州,数据分析专家-知名大数据风控,35-40万/年,10-20发布,http://jobs.51job.com/hangzhou/94189330.html?s=01&t=0,杭州市余杭区文一西路998号海创园18号楼209-211							,本科,3-4年经验,,招1人
"专业服务,人力资源,广告",尼尔森网联媒介数据服务有限公司北京分公司,150,合资,杭州-萧山区,AIS数据分析师,3-4.5千/月,10-20发布,http://jobs.51job.com/hangzhou-xsq/93187622.html?s=01&t=0,萧山区水务大厦							,,无工作经验,,招若干人
"家具,玩具,家居,装潢",顾家家居股份有限公司,10000人以上,上市公司,杭州-江干区,数据分析专员（供应链运营中心）,3.5-4.5千/月,10-20发布,http://jobs.51job.com/hangzhou-jgq/85510560.html?s=01&t=0,东宁路599-1号顾家总部大楼B2座							,本科,1年经验,,招1人
